Mesto,Ime,Single,SingleRekord,Average,AverageRekord,Drzava,Poskusi,ImeRunde,IndeksRunde,Leto
84,Matej Poljanšek,15.37,,18.07,,si,18.32 17.12 (15.37) (20.53) 18.78,3x3x3 Cube Second round,2,2025
85,David Scheucher,18.49,,19.01,,at,(20.87) 18.55 18.52 (18.49) 19.97,3x3x3 Cube Second round,2,2025
86,Stefan Skubilović,14.88,,19.33,,si,(14.88) (22.08) 19.91 20.20 17.87,3x3x3 Cube Second round,2,2025
87,Blaž Fošnarič,16.36,,19.37,,si,(23.20) 18.16 21.59 18.37 (16.36),3x3x3 Cube Second round,2,2025
88,Aljaž Turk,18.30,,20.58,,si,23.20 19.00 19.54 (18.30) (32.15),3x3x3 Cube Second round,2,2025
1,Alexey Tsvetkov,5.28,,5.99,,ru,5.91 6.42 (6.92) 5.65 (5.28),3x3x3 Cube First round,3,2025
2,Dávid Szabó,5.65,,6.78,,hu,(8.52) 8.14 6.36 5.83 (5.65),3x3x3 Cube First round,3,2025
3,Thomas Strasser,5.98,,7.52,,at,7.17 (5.98) 8.42 (9.48) 6.97,3x3x3 Cube First round,3,2025
4,Gábor Slezák,6.75,,7.92,,hu,7.21 7.79 (10.88) 8.77 (6.75),3x3x3 Cube First round,3,2025
5,Oskar Vidiček,6.72,,7.95,,si,8.12 8.14 (6.72) 7.59 (8.15),3x3x3 Cube First round,3,2025
6,Oliver Fritz,7.45,,8.20,,de,7.51 (7.45) (9.21) 8.81 8.29,3x3x3 Cube First round,3,2025
7,Ádám Szabó,6.82,,8.39,,hu,8.03 9.34 (6.82) (12.03) 7.80,3x3x3 Cube First round,3,2025
8,Matej Marčok,7.99,,8.62,,rs,8.30 8.95 8.60 (10.07) (7.99),3x3x3 Cube First round,3,2025
9,Bence Kiácz,8.48,,9.19,,hu,8.53 10.26 (8.48) 8.79 (10.43),3x3x3 Cube First round,3,2025
10,Benedek Zimányi,8.08,,9.25,,hu,8.53 (8.08) 9.24 (11.02) 9.99,3x3x3 Cube First round,3,2025
11,Gergely Novotni,7.70,,9.37,,hu,8.71 10.55 (10.73) 8.86 (7.70),3x3x3 Cube First round,3,2025
12,Aleksa Radovanović,8.42,,9.40,,rs,8.98 9.74 (10.35) (8.42) 9.48,3x3x3 Cube First round,3,2025
13,Marcel Ručigaj,8.40,,9.46,,si,9.31 8.93 10.13 (8.40) (10.91),3x3x3 Cube First round,3,2025
14,Szabolcs Szántai,9.15,,9.48,,hu,9.46 (9.15) 9.48 9.50 (12.69),3x3x3 Cube First round,3,2025
15,Piotr Olszewski,8.73,,9.56,,pl,(11.83) 8.99 (8.73) 10.30 9.39,3x3x3 Cube First round,3,2025
16,Dmytro Vareniuk,9.17,,9.58,,ua,9.84 9.56 (9.89) (9.17) 9.34,3x3x3 Cube First round,3,2025
17,Jakov Srečković,8.85,,9.63,,hr,9.09 (10.29) 9.73 10.06 (8.85),3x3x3 Cube First round,3,2025
18,Lana Bedek,8.47,,9.78,,hr,9.44 9.58 (8.47) 10.31 (11.24),3x3x3 Cube First round,3,2025
19,Simon Mars,8.87,,9.86,,si,9.96 10.35 (8.87) (11.01) 9.26,3x3x3 Cube First round,3,2025
20,David Vujasić,8.71,,10.15,,hr,9.13 (12.56) 9.74 11.58 (8.71),3x3x3 Cube First round,3,2025
21,Szymon Brzana,8.05,,10.17,,pl,(8.05) 10.43 10.00 10.09 (13.56),3x3x3 Cube First round,3,2025
22,Julian Ostadal,8.81,,10.21,,at,10.26 (8.81) 9.09 (11.41) 11.28,3x3x3 Cube First round,3,2025
23,Bruno Ivančić,8.67,,10.26,,hr,(11.45) (8.67) 10.10 9.56 11.11,3x3x3 Cube First round,3,2025
24,Simon Praschl,9.23,,10.30,,at,9.68 (9.23) 10.72 10.50 (10.89),3x3x3 Cube First round,3,2025
25,Tisa Megušar,9.50,,10.44,,si,9.67 (9.50) 10.00 (11.94) 11.64,3x3x3 Cube First round,3,2025
26,Riccardo Fiumefreddo,8.42,,10.52,,it,9.59 (8.42) 11.56 10.42 (11.62),3x3x3 Cube First round,3,2025
27,Anton Kokalj Pezzano,9.53,,10.70,,si,(12.69) 10.56 (9.53) 11.00 10.55,3x3x3 Cube First round,3,2025
28,Mara Vivien Puljić,9.73,,10.85,,hr,12.01 (9.73) 10.14 (12.82) 10.39,3x3x3 Cube First round,3,2025
29,Sebastian Feichtinger,9.33,,10.94,,at,(9.33) (12.38) 10.95 10.07 11.81,3x3x3 Cube First round,3,2025
30,Filip Premužić,10.16,,11.07,,hr,(10.16) 10.36 (13.16) 12.17 10.68,3x3x3 Cube First round,3,2025
31,Tomaž Saje,10.09,,11.11,,si,11.70 (11.88) (10.09) 10.83 10.81,3x3x3 Cube First round,3,2025
32,Jure Gregorc,9.88,,11.33,,si,10.97 (9.88) 11.71 11.30 (13.78),3x3x3 Cube First round,3,2025
33,Barbara Kralj,10.34,,11.34,,hr,(10.34) (12.36) 11.10 10.90 12.03,3x3x3 Cube First round,3,2025
34,Jakob Kitak,8.49,,11.36,,si,12.34 (DNF) 10.11 (8.49) 11.64,3x3x3 Cube First round,3,2025
35,Łukasz Dubicki,9.02,,11.67,,pl,12.88 (9.02) (DNF) 12.17 9.96,3x3x3 Cube First round,3,2025
36,Marcel Niedl,9.55,,11.68,,at,(9.55) 12.09 (13.00) 12.43 10.53,3x3x3 Cube First round,3,2025
37,Maciej Spirydowicz,10.58,,11.83,,pl,12.34 12.39 10.77 (13.91) (10.58),3x3x3 Cube First round,3,2025
38,Matic Omulec,10.79,,11.92,,si,(14.61) 11.11 12.12 12.54 (10.79),3x3x3 Cube First round,3,2025
39,Serafim Weiß,9.98,,11.94,,de,(9.98) 11.42 11.78 (12.67) 12.61,3x3x3 Cube First round,3,2025
40,Dániel Varga,11.14,,11.98,,hu,(11.14) 11.59 (DNF) 12.39 11.96,3x3x3 Cube First round,3,2025
41,Filip Barbirič Frank,11.15,,12.11,,si,12.41 (11.15) 12.31 (14.57) 11.62,3x3x3 Cube First round,3,2025
42,Blaž Kovačič,11.89,,12.34,,si,12.39 (11.89) (14.69) 12.59 12.03,3x3x3 Cube First round,3,2025
43,Matej Brkić,11.82,,12.36,,si,12.05 (11.82) 12.88 (14.40) 12.16,3x3x3 Cube First round,3,2025
44,Fabian Staber,10.07,,12.45,,at,(16.07) (10.07) 11.63 11.93 13.79,3x3x3 Cube First round,3,2025
45,Bartul Marušić,11.17,,12.47,,hr,(11.17) (14.88) 12.67 12.02 12.71,3x3x3 Cube First round,3,2025
46,Konstantin Jaehne,11.29,,12.50,,de,(15.53) 11.91 (11.29) 12.63 12.97,3x3x3 Cube First round,3,2025
47,Nika Arsov,11.29,,12.53,,si,11.88 12.79 (14.21) (11.29) 12.92,3x3x3 Cube First round,3,2025
48,Nikolas Akhapkin,11.34,,12.70,,ie,(11.34) (15.20) 13.62 11.90 12.58,3x3x3 Cube First round,3,2025
49,Henry Peng,11.28,,12.75,,at,(11.28) 14.10 12.25 (14.35) 11.91,3x3x3 Cube First round,3,2025
50,Marin Grgić,10.17,,12.82,,hr,13.29 14.11 (10.17) (16.37) 11.06,3x3x3 Cube First round,3,2025
51,Filip Judež,9.46,,12.94,,si,12.18 (21.11) (9.46) 13.84 12.81,3x3x3 Cube First round,3,2025
52,Paul Aurednik,11.57,,13.12,,at,13.70 11.87 (14.08) 13.79 (11.57),3x3x3 Cube First round,3,2025
53,Matej Bolta,12.37,,13.12,,si,12.76 14.02 (12.37) (14.66) 12.57,3x3x3 Cube First round,3,2025
54,Balázs Polyák,11.59,,13.25,,hu,12.93 14.46 12.35 (17.63) (11.59),3x3x3 Cube First round,3,2025
55,Marko Obradović,11.28,,13.54,,si,14.08 14.46 12.08 (14.52) (11.28),3x3x3 Cube First round,3,2025
56,Oskar Hudomalj,11.78,,13.69,,si,(11.78) (14.73) 14.63 13.38 13.07,3x3x3 Cube First round,3,2025
57,David Šiška,10.48,,13.82,,si,13.03 14.94 13.48 (15.33) (10.48),3x3x3 Cube First round,3,2025
58,Dmitrii Kolbenev,13.08,,13.98,,ru,13.49 14.02 (14.87) 14.42 (13.08),3x3x3 Cube First round,3,2025
59,Elijah Rubén Neurath,12.45,,14.12,,at,(15.92) 15.43 12.89 (12.45) 14.05,3x3x3 Cube First round,3,2025
60,Albert Erdelez,12.81,,14.17,,hr,15.26 (16.82) (12.81) 13.74 13.52,3x3x3 Cube First round,3,2025
61,Vigo Pernar,12.69,,14.29,,hr,14.56 13.77 (14.72) 14.55 (12.69),3x3x3 Cube First round,3,2025
62,Erin Pernar,12.62,,14.30,,hr,13.02 (12.62) (15.26) 14.95 14.93,3x3x3 Cube First round,3,2025
63,Fabijan Kosar,12.27,,14.63,,hr,14.45 (12.27) (16.48) 16.27 13.17,3x3x3 Cube First round,3,2025
64,Felizian Baumgartner,11.99,,14.70,,at,(16.52) 15.06 (11.99) 15.68 13.35,3x3x3 Cube First round,3,2025
65,Gregor Mikic,14.19,,14.88,,si,15.06 (16.94) 15.19 14.38 (14.19),3x3x3 Cube First round,3,2025
66,Alexander Bóna,12.29,,14.91,,hu,15.90 (12.29) (16.87) 15.19 13.64,3x3x3 Cube First round,3,2025
67,Dušan Zakelšek,13.68,,14.96,,si,14.65 (24.54) 16.46 (13.68) 13.77,3x3x3 Cube First round,3,2025
68,Darko Zakelšek,14.16,,15.07,,si,14.20 14.93 (16.08) (14.16) 16.07,3x3x3 Cube First round,3,2025
69,Gašper Virant,12.67,,15.23,,si,(12.67) (17.45) 14.93 16.22 14.54,3x3x3 Cube First round,3,2025
70,Raphael Pieber,11.19,,15.35,,at,(11.19) 15.50 14.08 16.48 (17.99),3x3x3 Cube First round,3,2025
71,Hana Atalić,14.50,,15.56,,hr,(14.50) 16.18 (17.94) 15.00 15.49,3x3x3 Cube First round,3,2025
72,Vedran Štefulj,13.85,,15.63,,hr,14.14 16.50 (13.85) (17.75) 16.25,3x3x3 Cube First round,3,2025
73,Jakob Hladnik,13.00,,15.67,,si,13.46 (13.00) 15.15 (23.73) 18.40,3x3x3 Cube First round,3,2025
74,Pave Bošković,13.69,,16.05,,hr,16.61 (13.69) (17.96) 13.84 17.70,3x3x3 Cube First round,3,2025
75,Tajda Horvat,13.03,,16.13,,si,13.56 18.44 (13.03) 16.38 (19.56),3x3x3 Cube First round,3,2025
76,Jernej Omulec,14.68,,16.26,,si,(20.99) 16.33 16.35 16.09 (14.68),3x3x3 Cube First round,3,2025
77,Matej Poljanšek,12.68,,16.27,,si,17.13 (12.68) 17.08 14.59 (17.91),3x3x3 Cube First round,3,2025
78,Danijel Bajsić,15.12,,16.31,,hr,17.00 16.32 (21.37) 15.61 (15.12),3x3x3 Cube First round,3,2025
79,Jernej Hebar,13.66,,16.38,,si,13.99 (18.46) (13.66) 18.23 16.93,3x3x3 Cube First round,3,2025
80,Klemen Bah,14.99,,16.61,,si,16.29 (14.99) 16.50 (17.49) 17.04,3x3x3 Cube First round,3,2025
81,Tom Macele,14.52,,16.86,,si,(17.93) (14.52) 17.39 17.38 15.81,3x3x3 Cube First round,3,2025
82,Nejc Rihtaršič,15.09,,16.90,,si,17.17 17.56 15.98 (18.28) (15.09),3x3x3 Cube First round,3,2025
83,Oskar Schöppl,14.45,,17.15,,at,17.84 16.93 16.69 (21.56) (14.45),3x3x3 Cube First round,3,2025
84,Blaž Fošnarič,15.08,,17.22,,si,(21.37) 18.03 15.22 18.42 (15.08),3x3x3 Cube First round,3,2025
85,David Scheucher,15.28,,17.22,,at,(15.28) 17.70 16.24 (22.31) 17.72,3x3x3 Cube First round,3,2025
86,Filip Bečić,12.32,,17.26,,hr,18.58 (DNF) 14.97 (12.32) 18.22,3x3x3 Cube First round,3,2025
87,Jaka Horvat,13.39,,17.43,,si,18.89 (13.39) 18.30 15.09 (19.00),3x3x3 Cube First round,3,2025
88,Aljaž Turk,14.41,,17.61,,si,20.31 (21.35) (14.41) 16.15 16.37,3x3x3 Cube First round,3,2025
89,Žan Bobič,14.42,,17.91,,si,18.91 (14.42) (25.67) 17.54 17.27,3x3x3 Cube First round,3,2025
90,Tian Hren,16.06,,18.00,,si,18.53 (16.06) (18.57) 18.51 16.95,3x3x3 Cube First round,3,2025
91,Stefan Skubilović,17.63,,18.26,,si,(26.95) 19.30 17.78 17.71 (17.63),3x3x3 Cube First round,3,2025
92,Luka Lep,17.79,,18.92,,si,(17.79) 18.38 20.51 (23.68) 17.87,3x3x3 Cube First round,3,2025
93,Hussein Tariq,14.87,,19.22,,iq,21.74 17.95 (32.65) 17.96 (14.87),3x3x3 Cube First round,3,2025
94,Albert Gracer,18.61,,19.73,,si,20.74 19.25 (18.61) 19.20 (22.13),3x3x3 Cube First round,3,2025
95,Julijan Virag,19.29,,20.98,,si,(19.29) 21.44 19.82 21.68 (23.56),3x3x3 Cube First round,3,2025
96,Niklas Lazov,16.73,,20.99,,si,(30.85) (16.73) 23.28 17.77 21.92,3x3x3 Cube First round,3,2025
97,Urban Orel,19.03,,21.03,,si,(27.54) 19.55 22.88 20.67 (19.03),3x3x3 Cube First round,3,2025
98,Leo Adžijević,17.65,,21.49,,hr,(22.84) 21.21 22.58 (17.65) 20.68,3x3x3 Cube First round,3,2025
99,Gal Brumec,18.86,,21.74,,si,20.26 (18.86) (26.99) 19.61 25.34,3x3x3 Cube First round,3,2025
100,Izak Ožura,17.90,,22.34,,si,18.12 (29.21) 24.01 24.90 (17.90),3x3x3 Cube First round,3,2025
101,Branko Kobal,18.82,,23.10,,si,(29.88) 20.15 19.76 (18.82) 29.40,3x3x3 Cube First round,3,2025
102,Jakov Jakšić,23.18,,25.64,,hr,(23.18) (37.36) 29.46 23.45 24.00,3x3x3 Cube First round,3,2025
103,Toni Vrekalović,21.73,,26.12,,hr,28.80 (30.62) 25.46 (21.73) 24.11,3x3x3 Cube First round,3,2025
104,Clemens Jaklitsch,23.87,,26.25,,at,25.16 (23.87) 24.26 (35.76) 29.32,3x3x3 Cube First round,3,2025
105,Jernej Kobal,21.29,,26.60,,si,28.33 25.67 25.79 (31.29) (21.29),3x3x3 Cube First round,3,2025
106,Jakob Lavrenčič,25.18,,29.66,,si,(DNF) 26.56 27.72 34.71 (25.18),3x3x3 Cube First round,3,2025
107,Nejc Medved,23.72,,30.00,,si,29.43 (34.78) 26.84 33.74 (23.72),3x3x3 Cube First round,3,2025
108,Jakob Peternel,25.07,,31.33,,si,(25.07) 28.24 32.91 (37.17) 32.85,3x3x3 Cube First round,3,2025
109,Ruben Dumešič,24.08,,31.59,,si,33.22 (24.08) 28.18 33.37 (34.70),3x3x3 Cube First round,3,2025
110,Petra Kobal Vogrinec,26.55,,31.79,,si,32.18 (58.55) 31.08 32.12 (26.55),3x3x3 Cube First round,3,2025
111,Matija Vidiček,27.09,,32.67,,si,36.52 (37.04) 30.48 31.02 (27.09),3x3x3 Cube First round,3,2025
112,Lenart Dolenec,30.89,,33.32,,si,34.35 31.72 (34.36) 33.89 (30.89),3x3x3 Cube First round,3,2025
113,Vladimir Kolbenev,26.84,,33.95,,ru,(57.90) 32.84 29.46 39.56 (26.84),3x3x3 Cube First round,3,2025
114,Tommaso Baseggio,22.89,,35.12,,it,38.37 (22.89) 35.60 (47.35) 31.40,3x3x3 Cube First round,3,2025
115,Samuel Bolčina,34.18,,36.50,,si,(40.20) 34.29 39.86 35.34 (34.18),3x3x3 Cube First round,3,2025
116,Rok Zorc,32.24,,38.45,,si,(49.52) 35.73 (32.24) 36.87 42.76,3x3x3 Cube First round,3,2025
117,Tilen Selinšek,34.35,,41.87,,si,(49.71) (34.35) 46.73 35.74 43.13,3x3x3 Cube First round,3,2025
118,Lara Pernar,33.37,,43.70,,hr,(33.37) (DNF) 48.92 43.16 39.03,3x3x3 Cube First round,3,2025
119,Niklas Jertschin,44.10,,45.88,,at,(44.10) 45.83 45.56 46.24 (46.70),3x3x3 Cube First round,3,2025
120,Miha Kobal,40.28,,46.53,,si,43.90 50.48 (52.58) 45.20 (40.28),3x3x3 Cube First round,3,2025
121,Marija Judež,43.19,,51.52,,si,(58.37) 54.48 44.52 (43.19) 55.57,3x3x3 Cube First round,3,2025
122,Maks Kokalj Pezzano,48.88,,52.91,,si,57.03 51.19 (1:06.69) 50.50 (48.88),3x3x3 Cube First round,3,2025
123,Leonhard Stefan Jaklitsch,51.35,,53.54,,at,(1:02.74) (51.35) 51.82 51.77 57.04,3x3x3 Cube First round,3,2025
124,Kaja Horvat,59.74,,1:06.96,,si,1:09.55 (59.74) (1:21.73) 1:01.85 1:09.47,3x3x3 Cube First round,3,2025
